,Date,Position,PnL,Return
2020-01-24,2020-01-24,0.0,,
2020-01-27,2020-01-27,0.0,-0.0,-0.0
2020-01-28,2020-01-28,0.0,0.0,0.0
2020-01-29,2020-01-29,0.0,-0.0,-0.0
2020-01-30,2020-01-30,0.0,0.0,0.0
2020-01-31,2020-01-31,0.0,0.0,0.0
2020-02-03,2020-02-03,0.0,-0.0,-0.0
2020-02-04,2020-02-04,0.0,0.0,0.0
2020-02-05,2020-02-05,-38.0,-0.0,-0.0
2020-02-06,2020-02-06,-38.0,513.3792114257812,0.005133792114257812
2020-02-07,2020-02-07,-38.0,-415.3397216796875,-0.004153397216796875
2020-02-10,2020-02-10,-38.0,164.53948974609375,0.0016453948974609375
2020-02-11,2020-02-11,0.0,286.13995361328125,0.0028613995361328123
2020-02-12,2020-02-12,-37.0,0.0,0.0
2020-02-13,2020-02-13,-37.0,315.6099548339844,0.003156099548339844
2020-02-14,2020-02-14,-37.0,29.59954833984375,0.0002959954833984375
2020-02-18,2020-02-18,-37.0,335.59027099609375,0.0033559027099609377
2020-02-19,2020-02-19,0.0,-255.67013549804688,-0.002556701354980469
2020-02-20,2020-02-20,0.0,-0.0,-0.0
2020-02-21,2020-02-21,0.0,0.0,0.0
2020-02-24,2020-02-24,0.0,-0.0,-0.0
2020-02-25,2020-02-25,0.0,-0.0,-0.0
2020-02-26,2020-02-26,0.0,0.0,0.0
2020-02-27,2020-02-27,0.0,0.0,0.0
2020-02-28,2020-02-28,0.0,-0.0,-0.0
2020-03-02,2020-03-02,0.0,-0.0,-0.0
2020-03-03,2020-03-03,-43.0,0.0,0.0
2020-03-04,2020-03-04,-43.0,-233.48968505859375,-0.0023348968505859376
2020-03-05,2020-03-05,-43.0,-393.4497375488281,-0.0039344973754882814
2020-03-06,2020-03-06,-43.0,27.519317626953125,0.00027519317626953127
2020-03-09,2020-03-09,0.0,-85.14047241210938,-0.0008514047241210938
2020-03-10,2020-03-10,0.0,-0.0,-0.0
2020-03-11,2020-03-11,0.0,0.0,0.0
2020-03-12,2020-03-12,0.0,-0.0,-0.0
2020-03-13,2020-03-13,0.0,-0.0,-0.0
2020-03-16,2020-03-16,0.0,-0.0,-0.0
2020-03-17,2020-03-17,0.0,-0.0,-0.0
2020-03-18,2020-03-18,0.0,-0.0,-0.0
2020-03-19,2020-03-19,0.0,-0.0,-0.0
2020-03-20,2020-03-20,-66.0,-0.0,-0.0
2020-03-23,2020-03-23,-66.0,-783.419677734375,-0.00783419677734375
2020-03-24,2020-03-24,-66.0,373.56024169921875,0.0037356024169921875
2020-03-25,2020-03-25,-59.0,-669.2399597167969,-0.006692399597167969
2020-03-26,2020-03-26,-59.0,236.5896759033203,0.002365896759033203
2020-03-27,2020-03-27,-59.0,325.6802520751953,0.0032568025207519533
2020-03-30,2020-03-30,-59.0,491.47010803222656,0.004914701080322266
2020-03-31,2020-03-31,0.0,-667.8804321289062,-0.006678804321289062
2020-04-01,2020-04-01,0.0,-0.0,-0.0
2020-04-02,2020-04-02,0.0,-0.0,-0.0
2020-04-03,2020-04-03,0.0,0.0,0.0
2020-04-06,2020-04-06,-60.0,-0.0,-0.0
2020-04-07,2020-04-07,-60.0,-451.7999267578125,-0.004517999267578125
2020-04-08,2020-04-08,-60.0,1409.4003295898438,0.014094003295898437
2020-04-09,2020-04-09,-60.0,211.7999267578125,0.002117999267578125
2020-04-13,2020-04-13,0.0,-155.40069580078125,-0.0015540069580078125
2020-04-14,2020-04-14,0.0,-0.0,-0.0
2020-04-15,2020-04-15,0.0,0.0,0.0
2020-04-16,2020-04-16,0.0,0.0,0.0
2020-04-17,2020-04-17,-52.0,0.0,0.0
2020-04-20,2020-04-20,-52.0,759.2003173828125,0.007592003173828125
2020-04-21,2020-04-21,-52.0,-149.76025390625,-0.0014976025390625
2020-04-22,2020-04-22,-52.0,310.4400634765625,0.003104400634765625
2020-04-23,2020-04-23,-51.0,871.0,0.00871
2020-04-24,2020-04-24,-51.0,261.6294708251953,0.002616294708251953
2020-04-27,2020-04-27,-51.0,-108.62947082519531,-0.0010862947082519532
2020-04-28,2020-04-28,-51.0,-1149.5404357910156,-0.011495404357910157
2020-04-29,2020-04-29,-47.0,111.69012451171875,0.0011169012451171874
2020-04-30,2020-04-30,-47.0,-463.42002868652344,-0.0046342002868652345
2020-05-01,2020-05-01,-47.0,-412.6599426269531,-0.004126599426269531
2020-05-04,2020-05-04,-47.0,351.0900573730469,0.003510900573730469
2020-05-05,2020-05-05,-46.0,-201.15994262695312,-0.002011599426269531
2020-05-06,2020-05-06,-46.0,283.8199157714844,0.002838199157714844
2020-05-07,2020-05-07,-46.0,160.54025268554688,0.0016054025268554687
2020-05-08,2020-05-08,-46.0,-582.3601684570312,-0.005823601684570312
2020-05-11,2020-05-11,0.0,-170.66030883789062,-0.0017066030883789063
2020-05-12,2020-05-12,0.0,-0.0,-0.0
2020-05-13,2020-05-13,0.0,0.0,0.0
2020-05-14,2020-05-14,0.0,-0.0,-0.0
2020-05-15,2020-05-15,0.0,0.0,0.0
2020-05-18,2020-05-18,-46.0,0.0,0.0
2020-05-19,2020-05-19,-46.0,-314.63983154296875,-0.0031463983154296875
2020-05-20,2020-05-20,-46.0,-785.2203369140625,-0.007852203369140625
2020-05-21,2020-05-21,-46.0,263.5798034667969,0.0026357980346679685
2020-05-22,2020-05-22,-40.0,533.1405334472656,0.005331405334472656
2020-05-26,2020-05-26,-40.0,-275.2001953125,-0.002752001953125
2020-05-27,2020-05-27,-40.0,61.199951171875,0.00061199951171875
2020-05-28,2020-05-28,-40.0,-292.7996826171875,-0.002927996826171875
2020-05-29,2020-05-29,0.0,97.19970703125,0.0009719970703125
2020-06-01,2020-06-01,0.0,-0.0,-0.0
2020-06-02,2020-06-02,-38.0,0.0,0.0
2020-06-03,2020-06-03,-38.0,298.30023193359375,0.0029830023193359377
2020-06-04,2020-06-04,-38.0,207.86004638671875,0.0020786004638671876
2020-06-05,2020-06-05,-38.0,-194.18002319335938,-0.0019418002319335937
2020-06-08,2020-06-08,-34.0,91.95993041992188,0.0009195993041992188
2020-06-09,2020-06-09,-34.0,-875.5,-0.008755
2020-06-10,2020-06-10,-34.0,171.70010375976562,0.0017170010375976562
2020-06-11,2020-06-11,-34.0,-396.1003112792969,-0.003961003112792969
2020-06-12,2020-06-12,0.0,2.0399169921875,2.0399169921875e-05
2020-06-15,2020-06-15,-39.0,0.0,0.0
2020-06-16,2020-06-16,-39.0,-162.2395477294922,-0.001622395477294922
2020-06-17,2020-06-17,-39.0,-136.890380859375,-0.00136890380859375
2020-06-18,2020-06-18,-39.0,86.97042846679688,0.0008697042846679688
2020-06-19,2020-06-19,0.0,138.83990478515625,0.0013883990478515626
2020-06-22,2020-06-22,0.0,0.0,0.0
2020-06-23,2020-06-23,0.0,0.0,0.0
2020-06-24,2020-06-24,0.0,0.0,0.0
2020-06-25,2020-06-25,0.0,-0.0,-0.0
2020-06-26,2020-06-26,0.0,0.0,0.0
2020-06-29,2020-06-29,-36.0,0.0,0.0
2020-06-30,2020-06-30,-36.0,361.4403076171875,0.003614403076171875
2020-07-01,2020-07-01,-36.0,437.3997802734375,0.004373997802734375
2020-07-02,2020-07-02,-36.0,1054.0799560546875,0.010540799560546875
2020-07-06,2020-07-06,-34.0,-472.31982421875,-0.0047231982421875
2020-07-07,2020-07-07,-34.0,-251.59979248046875,-0.0025159979248046875
2020-07-08,2020-07-08,-34.0,-203.66070556640625,-0.0020366070556640625
2020-07-09,2020-07-09,-34.0,87.7205810546875,0.000877205810546875
2020-07-10,2020-07-10,0.0,-81.59979248046875,-0.0008159979248046875
2020-07-13,2020-07-13,0.0,-0.0,-0.0
2020-07-14,2020-07-14,-34.0,-0.0,-0.0
2020-07-15,2020-07-15,-34.0,-234.94012451171875,-0.0023494012451171875
2020-07-16,2020-07-16,-34.0,331.84033203125,0.0033184033203125
2020-07-17,2020-07-17,-34.0,7.48004150390625,7.48004150390625e-05
2020-07-20,2020-07-20,0.0,-194.1407470703125,-0.001941407470703125
2020-07-21,2020-07-21,0.0,0.0,0.0
2020-07-22,2020-07-22,0.0,0.0,0.0
2020-07-23,2020-07-23,0.0,-0.0,-0.0
2020-07-24,2020-07-24,0.0,0.0,0.0
2020-07-27,2020-07-27,0.0,0.0,0.0
2020-07-28,2020-07-28,0.0,-0.0,-0.0
2020-07-29,2020-07-29,0.0,0.0,0.0
2020-07-30,2020-07-30,0.0,-0.0,-0.0
2020-07-31,2020-07-31,0.0,-0.0,-0.0
2020-08-03,2020-08-03,0.0,-0.0,-0.0
2020-08-04,2020-08-04,0.0,0.0,0.0
2020-08-05,2020-08-05,-32.0,0.0,0.0
2020-08-06,2020-08-06,-32.0,169.599609375,0.00169599609375
2020-08-07,2020-08-07,-32.0,-425.599609375,-0.00425599609375
2020-08-10,2020-08-10,-32.0,298.5595703125,0.002985595703125
2020-08-11,2020-08-11,0.0,-75.51953125,-0.0007551953125
2020-08-12,2020-08-12,0.0,0.0,0.0
2020-08-13,2020-08-13,0.0,-0.0,-0.0
2020-08-14,2020-08-14,0.0,-0.0,-0.0
2020-08-17,2020-08-17,0.0,0.0,0.0
2020-08-18,2020-08-18,0.0,-0.0,-0.0
2020-08-19,2020-08-19,0.0,0.0,0.0
2020-08-20,2020-08-20,0.0,-0.0,-0.0
2020-08-21,2020-08-21,0.0,-0.0,-0.0
2020-08-24,2020-08-24,0.0,-0.0,-0.0
2020-08-25,2020-08-25,0.0,0.0,0.0
2020-08-26,2020-08-26,0.0,0.0,0.0
2020-08-27,2020-08-27,-31.0,0.0,0.0
2020-08-28,2020-08-28,-31.0,-124.310302734375,-0.00124310302734375
2020-08-31,2020-08-31,-31.0,90.21011352539062,0.0009021011352539063
2020-09-01,2020-09-01,-31.0,-38.130340576171875,-0.00038130340576171876
2020-09-02,2020-09-02,-31.0,-119.35018920898438,-0.0011935018920898436
2020-09-03,2020-09-03,-31.0,-131.439697265625,-0.00131439697265625
2020-09-04,2020-09-04,-31.0,163.060302734375,0.00163060302734375
2020-09-08,2020-09-08,-31.0,-79.35992431640625,-0.0007935992431640625
2020-09-09,2020-09-09,-30.0,106.94943237304688,0.0010694943237304687
2020-09-10,2020-09-10,-30.0,136.7999267578125,0.001367999267578125
2020-09-11,2020-09-11,-30.0,127.80029296875,0.0012780029296875
2020-09-14,2020-09-14,-30.0,88.79974365234375,0.0008879974365234375
2020-09-15,2020-09-15,-29.0,-23.6993408203125,-0.000236993408203125
2020-09-16,2020-09-16,-29.0,-46.400177001953125,-0.00046400177001953123
2020-09-17,2020-09-17,-29.0,-116.58056640625,-0.0011658056640625
2020-09-18,2020-09-18,-29.0,-143.26007080078125,-0.0014326007080078126
2020-09-21,2020-09-21,0.0,146.74081420898438,0.0014674081420898437
2020-09-22,2020-09-22,0.0,-0.0,-0.0
2020-09-23,2020-09-23,0.0,0.0,0.0
2020-09-24,2020-09-24,0.0,0.0,0.0
2020-09-25,2020-09-25,-30.0,-0.0,-0.0
2020-09-28,2020-09-28,-30.0,165.59967041015625,0.0016559967041015625
2020-09-29,2020-09-29,-30.0,-6.60003662109375,-6.60003662109375e-05
2020-09-30,2020-09-30,-30.0,-441.0003662109375,-0.004410003662109375
2020-10-01,2020-10-01,-29.0,-120.89996337890625,-0.0012089996337890626
2020-10-02,2020-10-02,-29.0,298.4102478027344,0.0029841024780273436
2020-10-05,2020-10-05,-29.0,-168.19964599609375,-0.0016819964599609374
2020-10-06,2020-10-06,-29.0,-341.6199645996094,-0.003416199645996094
2020-10-07,2020-10-07,0.0,156.0201416015625,0.001560201416015625
2020-10-08,2020-10-08,0.0,-0.0,-0.0
2020-10-09,2020-10-09,0.0,-0.0,-0.0
2020-10-12,2020-10-12,0.0,0.0,0.0
2020-10-13,2020-10-13,0.0,0.0,0.0
2020-10-14,2020-10-14,0.0,-0.0,-0.0
2020-10-15,2020-10-15,0.0,0.0,0.0
2020-10-16,2020-10-16,0.0,0.0,0.0
2020-10-19,2020-10-19,0.0,0.0,0.0
2020-10-20,2020-10-20,0.0,-0.0,-0.0
2020-10-21,2020-10-21,0.0,0.0,0.0
2020-10-22,2020-10-22,-22.0,-0.0,-0.0
2020-10-23,2020-10-23,-22.0,59.83935546875,0.0005983935546875
2020-10-26,2020-10-26,-22.0,-101.639892578125,-0.00101639892578125
2020-10-27,2020-10-27,-22.0,75.46051025390625,0.0007546051025390625
2020-10-28,2020-10-28,0.0,-165.88018798828125,-0.0016588018798828126
2020-10-29,2020-10-29,0.0,0.0,0.0
2020-10-30,2020-10-30,0.0,0.0,0.0
2020-11-02,2020-11-02,-21.0,0.0,0.0
2020-11-03,2020-11-03,-21.0,103.52984619140625,0.0010352984619140626
2020-11-04,2020-11-04,-21.0,-47.879974365234375,-0.0004787997436523438
2020-11-05,2020-11-05,-21.0,-74.97015380859375,-0.0007497015380859375
2020-11-06,2020-11-06,0.0,3.1505126953125,3.1505126953125e-05
2020-11-09,2020-11-09,0.0,-0.0,-0.0
2020-11-10,2020-11-10,0.0,0.0,0.0
2020-11-11,2020-11-11,0.0,0.0,0.0
2020-11-12,2020-11-12,0.0,0.0,0.0
2020-11-13,2020-11-13,0.0,0.0,0.0
2020-11-16,2020-11-16,0.0,-0.0,-0.0
2020-11-17,2020-11-17,0.0,0.0,0.0
2020-11-18,2020-11-18,0.0,-0.0,-0.0
2020-11-19,2020-11-19,0.0,-0.0,-0.0
2020-11-20,2020-11-20,0.0,-0.0,-0.0
2020-11-23,2020-11-23,-20.0,0.0,0.0
2020-11-24,2020-11-24,-20.0,-131.400146484375,-0.00131400146484375
2020-11-25,2020-11-25,-20.0,-368.9996337890625,-0.003689996337890625
2020-11-27,2020-11-27,-20.0,-169.000244140625,-0.00169000244140625
2020-11-30,2020-11-30,0.0,281.199951171875,0.00281199951171875
2020-12-01,2020-12-01,-19.0,-0.0,-0.0
2020-12-02,2020-12-02,-19.0,240.72967529296875,0.0024072967529296875
2020-12-03,2020-12-03,-19.0,48.260162353515625,0.00048260162353515627
2020-12-04,2020-12-04,-19.0,171.37979125976562,0.0017137979125976563
2020-12-07,2020-12-07,0.0,-85.5,-0.000855
2020-12-08,2020-12-08,0.0,-0.0,-0.0
2020-12-09,2020-12-09,0.0,-0.0,-0.0
2020-12-10,2020-12-10,0.0,-0.0,-0.0
2020-12-11,2020-12-11,0.0,-0.0,-0.0
2020-12-14,2020-12-14,0.0,0.0,0.0
2020-12-15,2020-12-15,0.0,0.0,0.0
2020-12-16,2020-12-16,0.0,-0.0,-0.0
2020-12-17,2020-12-17,0.0,-0.0,-0.0
2020-12-18,2020-12-18,0.0,0.0,0.0
2020-12-21,2020-12-21,0.0,0.0,0.0
2020-12-22,2020-12-22,0.0,0.0,0.0
2020-12-23,2020-12-23,0.0,0.0,0.0
2020-12-24,2020-12-24,0.0,0.0,0.0
2020-12-28,2020-12-28,0.0,0.0,0.0
2020-12-29,2020-12-29,0.0,-0.0,-0.0
2020-12-30,2020-12-30,0.0,-0.0,-0.0
2020-12-31,2020-12-31,0.0,-0.0,-0.0
2021-01-04,2021-01-04,-17.0,-0.0,-0.0
2021-01-05,2021-01-05,-17.0,22.270477294921875,0.00022270477294921874
2021-01-06,2021-01-06,-17.0,47.089813232421875,0.0004708981323242187
2021-01-07,2021-01-07,-17.0,-203.829833984375,-0.00203829833984375
2021-01-08,2021-01-08,-16.0,-0.6806640625,-6.806640625e-06
2021-01-11,2021-01-11,-16.0,-166.0791015625,-0.001660791015625
2021-01-12,2021-01-12,-16.0,-51.2001953125,-0.000512001953125
2021-01-13,2021-01-13,-16.0,-12.640625,-0.00012640625
2021-01-14,2021-01-14,0.0,-94.080078125,-0.00094080078125
2021-01-15,2021-01-15,0.0,-0.0,-0.0
2021-01-19,2021-01-19,0.0,0.0,0.0
2021-01-20,2021-01-20,0.0,-0.0,-0.0
2021-01-21,2021-01-21,0.0,-0.0,-0.0
2021-01-22,2021-01-22,0.0,0.0,0.0
2021-01-25,2021-01-25,0.0,0.0,0.0
2021-01-26,2021-01-26,0.0,-0.0,-0.0
2021-01-27,2021-01-27,0.0,0.0,0.0
2021-01-28,2021-01-28,0.0,-0.0,-0.0
2021-01-29,2021-01-29,-18.0,0.0,0.0
2021-02-01,2021-02-01,-18.0,-219.060791015625,-0.00219060791015625
2021-02-02,2021-02-02,-18.0,242.8209228515625,0.002428209228515625
2021-02-03,2021-02-03,-18.0,74.8795166015625,0.000748795166015625
2021-02-04,2021-02-04,-15.0,31.31982421875,0.0003131982421875
2021-02-05,2021-02-05,-15.0,-52.5,-0.000525
2021-02-08,2021-02-08,-15.0,-188.8494873046875,-0.001888494873046875
2021-02-09,2021-02-09,-15.0,147.30010986328125,0.0014730010986328125
2021-02-10,2021-02-10,0.0,-104.40032958984375,-0.0010440032958984374
2021-02-11,2021-02-11,0.0,-0.0,-0.0
2021-02-12,2021-02-12,0.0,-0.0,-0.0
2021-02-16,2021-02-16,0.0,0.0,0.0
2021-02-17,2021-02-17,0.0,-0.0,-0.0
2021-02-18,2021-02-18,0.0,-0.0,-0.0
2021-02-19,2021-02-19,0.0,0.0,0.0
2021-02-22,2021-02-22,0.0,-0.0,-0.0
2021-02-23,2021-02-23,0.0,0.0,0.0
2021-02-24,2021-02-24,0.0,0.0,0.0
2021-02-25,2021-02-25,0.0,-0.0,-0.0
2021-02-26,2021-02-26,0.0,0.0,0.0
2021-03-01,2021-03-01,0.0,0.0,0.0
2021-03-02,2021-03-02,0.0,-0.0,-0.0
2021-03-03,2021-03-03,0.0,0.0,0.0
2021-03-04,2021-03-04,0.0,-0.0,-0.0
2021-03-05,2021-03-05,0.0,-0.0,-0.0
2021-03-08,2021-03-08,0.0,0.0,0.0
2021-03-09,2021-03-09,0.0,0.0,0.0
2021-03-10,2021-03-10,-18.0,-0.0,-0.0
2021-03-11,2021-03-11,-18.0,81.720703125,0.00081720703125
2021-03-12,2021-03-12,-18.0,-76.68017578125,-0.0007668017578125
2021-03-15,2021-03-15,-18.0,354.7803955078125,0.003547803955078125
2021-03-16,2021-03-16,-16.0,211.1396484375,0.002111396484375
2021-03-17,2021-03-17,-16.0,-87.2001953125,-0.000872001953125
2021-03-18,2021-03-18,-16.0,274.400390625,0.00274400390625
2021-03-19,2021-03-19,-16.0,-176.0,-0.00176
2021-03-22,2021-03-22,-17.0,32.0,0.00032
2021-03-23,2021-03-23,-17.0,32.29937744140625,0.0003229937744140625
2021-03-24,2021-03-24,-17.0,608.260498046875,0.00608260498046875
2021-03-25,2021-03-25,-17.0,118.65966796875,0.0011865966796875
2021-03-26,2021-03-26,-18.0,-272.170166015625,-0.00272170166015625
2021-03-29,2021-03-29,-18.0,727.020263671875,0.00727020263671875
2021-03-30,2021-03-30,-18.0,-356.3997802734375,-0.003563997802734375
2021-03-31,2021-03-31,-18.0,73.43975830078125,0.0007343975830078125
2021-04-01,2021-04-01,-17.0,-579.7798461914062,-0.005797798461914062
2021-04-05,2021-04-05,-17.0,128.51995849609375,0.0012851995849609374
2021-04-06,2021-04-06,-17.0,-380.96954345703125,-0.0038096954345703126
2021-04-07,2021-04-07,-17.0,277.26995849609375,0.0027726995849609373
2021-04-08,2021-04-08,-16.0,43.00946044921875,0.0004300946044921875
2021-04-09,2021-04-09,-16.0,410.400390625,0.00410400390625
2021-04-12,2021-04-12,-16.0,-241.6005859375,-0.002416005859375
2021-04-13,2021-04-13,-16.0,-18.2392578125,-0.000182392578125
2021-04-14,2021-04-14,0.0,187.51953125,0.0018751953125
2021-04-15,2021-04-15,0.0,-0.0,-0.0
2021-04-16,2021-04-16,0.0,0.0,0.0
2021-04-19,2021-04-19,0.0,0.0,0.0
2021-04-20,2021-04-20,0.0,-0.0,-0.0
2021-04-21,2021-04-21,0.0,0.0,0.0
2021-04-22,2021-04-22,-15.0,0.0,0.0
2021-04-23,2021-04-23,-15.0,-52.79937744140625,-0.0005279937744140625
2021-04-26,2021-04-26,-15.0,-43.3502197265625,-0.000433502197265625
2021-04-27,2021-04-27,-15.0,-88.5003662109375,-0.000885003662109375
2021-04-28,2021-04-28,0.0,19.200439453125,0.00019200439453125
2021-04-29,2021-04-29,-14.0,0.0,0.0
2021-04-30,2021-04-30,-14.0,-235.3399658203125,-0.002353399658203125
2021-05-03,2021-05-03,-14.0,-119.6998291015625,-0.001196998291015625
2021-05-04,2021-05-04,-14.0,76.7197265625,0.000767197265625
2021-05-05,2021-05-05,0.0,9.8001708984375,9.8001708984375e-05
2021-05-06,2021-05-06,0.0,0.0,0.0
2021-05-07,2021-05-07,-16.0,0.0,0.0
2021-05-10,2021-05-10,-16.0,41.7607421875,0.000417607421875
2021-05-11,2021-05-11,-16.0,120.3193359375,0.001203193359375
2021-05-12,2021-05-12,0.0,-318.080078125,-0.00318080078125
2021-05-13,2021-05-13,0.0,-0.0,-0.0
2021-05-14,2021-05-14,-16.0,0.0,0.0
2021-05-17,2021-05-17,-16.0,46.080078125,0.00046080078125
2021-05-18,2021-05-18,-16.0,-72.3203125,-0.000723203125
2021-05-19,2021-05-19,-16.0,134.400390625,0.00134400390625
2021-05-20,2021-05-20,0.0,144.3193359375,0.001443193359375
2021-05-21,2021-05-21,-16.0,-0.0,-0.0
2021-05-24,2021-05-24,-16.0,-67.83984375,-0.0006783984375
2021-05-25,2021-05-25,-16.0,281.919921875,0.00281919921875
2021-05-26,2021-05-26,-16.0,206.400390625,0.00206400390625
2021-05-27,2021-05-27,0.0,-247.51953125,-0.0024751953125
2021-05-28,2021-05-28,0.0,0.0,0.0
2021-06-01,2021-06-01,0.0,-0.0,-0.0
2021-06-02,2021-06-02,0.0,0.0,0.0
2021-06-03,2021-06-03,0.0,-0.0,-0.0
2021-06-04,2021-06-04,0.0,0.0,0.0
2021-06-07,2021-06-07,0.0,0.0,0.0
2021-06-08,2021-06-08,0.0,-0.0,-0.0
2021-06-09,2021-06-09,0.0,0.0,0.0
2021-06-10,2021-06-10,0.0,0.0,0.0
2021-06-11,2021-06-11,-15.0,0.0,0.0
2021-06-14,2021-06-14,-15.0,-57.7496337890625,-0.000577496337890625
2021-06-15,2021-06-15,-15.0,-190.50018310546875,-0.0019050018310546874
2021-06-16,2021-06-16,-15.0,142.5,0.001425
2021-06-17,2021-06-17,0.0,-26.099853515625,-0.00026099853515625
2021-06-18,2021-06-18,0.0,0.0,0.0
2021-06-21,2021-06-21,0.0,-0.0,-0.0
2021-06-22,2021-06-22,0.0,0.0,0.0
2021-06-23,2021-06-23,0.0,-0.0,-0.0
2021-06-24,2021-06-24,0.0,-0.0,-0.0
2021-06-25,2021-06-25,0.0,0.0,0.0
2021-06-28,2021-06-28,0.0,-0.0,-0.0
2021-06-29,2021-06-29,0.0,0.0,0.0
2021-06-30,2021-06-30,0.0,-0.0,-0.0
2021-07-01,2021-07-01,0.0,0.0,0.0
2021-07-02,2021-07-02,0.0,-0.0,-0.0
2021-07-06,2021-07-06,0.0,-0.0,-0.0
2021-07-07,2021-07-07,0.0,-0.0,-0.0
2021-07-08,2021-07-08,0.0,-0.0,-0.0
2021-07-09,2021-07-09,-15.0,0.0,0.0
2021-07-12,2021-07-12,-15.0,175.35003662109375,0.0017535003662109375
2021-07-13,2021-07-13,-15.0,-148.49945068359375,-0.0014849945068359375
2021-07-14,2021-07-14,-15.0,102.4493408203125,0.001024493408203125
2021-07-15,2021-07-15,0.0,-16.6497802734375,-0.000166497802734375
2021-07-16,2021-07-16,0.0,0.0,0.0
2021-07-19,2021-07-19,0.0,-0.0,-0.0
2021-07-20,2021-07-20,0.0,0.0,0.0
2021-07-21,2021-07-21,-15.0,-0.0,-0.0
2021-07-22,2021-07-22,-15.0,26.99981689453125,0.0002699981689453125
2021-07-23,2021-07-23,-15.0,-119.40032958984375,-0.0011940032958984376
2021-07-26,2021-07-26,-15.0,-78.1494140625,-0.000781494140625
2021-07-27,2021-07-27,0.0,292.5,0.002925
2021-07-28,2021-07-28,0.0,0.0,0.0
2021-07-29,2021-07-29,-14.0,0.0,0.0
2021-07-30,2021-07-30,-14.0,-145.600341796875,-0.00145600341796875
2021-08-02,2021-08-02,-14.0,-219.3797607421875,-0.002193797607421875
2021-08-03,2021-08-03,-14.0,6.439453125,6.439453125e-05
2021-08-04,2021-08-04,0.0,102.3399658203125,0.001023399658203125
2021-08-05,2021-08-05,0.0,-0.0,-0.0
2021-08-06,2021-08-06,0.0,-0.0,-0.0
2021-08-09,2021-08-09,0.0,-0.0,-0.0
2021-08-10,2021-08-10,0.0,0.0,0.0
2021-08-11,2021-08-11,0.0,0.0,0.0
2021-08-12,2021-08-12,0.0,0.0,0.0
2021-08-13,2021-08-13,0.0,0.0,0.0
2021-08-16,2021-08-16,0.0,-0.0,-0.0
2021-08-17,2021-08-17,0.0,-0.0,-0.0
2021-08-18,2021-08-18,0.0,-0.0,-0.0
2021-08-19,2021-08-19,0.0,0.0,0.0
2021-08-20,2021-08-20,0.0,0.0,0.0
2021-08-23,2021-08-23,0.0,0.0,0.0
2021-08-24,2021-08-24,-13.0,0.0,0.0
2021-08-25,2021-08-25,-13.0,-86.70977783203125,-0.0008670977783203125
2021-08-26,2021-08-26,-13.0,114.2705078125,0.001142705078125
2021-08-27,2021-08-27,-13.0,72.14984130859375,0.0007214984130859375
2021-08-30,2021-08-30,0.0,92.4298095703125,0.000924298095703125
2021-08-31,2021-08-31,0.0,0.0,0.0
2021-09-01,2021-09-01,0.0,0.0,0.0
2021-09-02,2021-09-02,0.0,0.0,0.0
2021-09-03,2021-09-03,0.0,-0.0,-0.0
2021-09-07,2021-09-07,0.0,-0.0,-0.0
2021-09-08,2021-09-08,0.0,-0.0,-0.0
2021-09-09,2021-09-09,0.0,-0.0,-0.0
2021-09-10,2021-09-10,0.0,0.0,0.0
